index,ISBN,제목,상품명,저자,출판사,설명,국가,장르
616,9788934991854,사조영웅전 7,사조영웅전 7,김용 김용소설번역연구회,김영사,중국 문학 찬란하다 금 영원하다 신화 김용 대표 작 국내 최초 정식 추다 간 완역 무협소설 길이 남 불멸 고전 사조영웅전 김용 작품 가운데 널리 애독 사조삼부곡 시리즈 첫 막 올린다 김용 무협 작가 널리 알려지다 계기 소설 이자 역사 허구 교묘하다 배합 눈앞 그려지다 듯 무공 묘사 개성 강하다 인물 군상 김용 스타일 확고하다 자리 잡다 작품 송 금 원 교체 기 거대하다 소용돌이 속 대의 헌신 영웅 통해 되새기다 진정하다 도 오다 의미 드넓다 중원 사막 무대 펼쳐지다 의인 협객 호쾌 모험 대결 격동 중국 역사 페이지 필 김용 붓끝 살아나다,중국,
617,9791158884703,제왕의 위엄 (하),제왕 위엄,켄 리우 장성주,황금가지,동시 주목 받다 SF 판타지 작가 켄 리우 장편소설 제왕 위엄 전 2 권 황금가지 추다 간 되어다 종이 동물원 권위 휴고 상 네뷸러 상 세계 환상문학 40년 첫 동시 수상하다 베스트셀러 작가 오른 켄 리우 동아시아 문화 중국 문화 크다 뿌리 왕조 소재 장대 SF 판타지 소설 민들레 왕조 연대기 3 부작 집필 첫 작품 제왕 위엄 은 항우 유방 전쟁사 다루다 초한지 크다 줄기 따라가다 하늘 전투함 전투 연 잠수함 기계 장치 등장 전쟁 양상 바꾸다 주요 등장인물 성별 바꾸다 새롭다 플롯 첨가 신 들다 개입 시킴 색다르다 초한지 선보이다 호걸 역 저자 새롭다 시도 호걸 역다 과거 서구 생소하다 문학 독자 전 동아시아 번역자 원문 현지 사정 맞추다 자유롭다 변 용하다 번역 방식,중국,판타지
618,9788908042353,초한지 2,초한지 2,정비석,범우사,불륜 사생아 태어나다 소년 정 생 부인 여불위 죽이다 가면 인류 역사상 밉다 증 유의 웅대 통일 전제국가 이루다 가다 과정 곳곳 궁 꾸미다 아방궁 실체 그러하다 거대 국가 진 불과 10년 붕괴 말다 역사 흐름 소설 통해 읽다 항우 유방 인간 경영 비책 풍운 중첩 파란 만장 흥망 성쇠 역사 바탕 인간 사의 철리 꿰뚫다 볼,중국,
619,9788976822246,루쉰 전집 2권,루쉰 전집 2 권,"루쉰 공상철,서광덕,루쉰전집번역위원회 공역",그린비,인간 세계 통렬 비평 세기 문호 루쉰 모든 글 중국 현대문학 시작 끝 평가 받다 루쉰 모든 글 정리 펴내다 루쉰 전집 중국 고문 문언문 정통하다 구어 체 백화문 제창 문학 혁명 주도하다 서양 지식 선구 학습 중국 현실 인민 입장 발언 행동 국민당 수배 피해 도피 생활 문학 청년 지도 판화 운동 전개 중국 미래 주도하다 루쉰 작품 세계 전체 루쉰 전집 통해 조 망하다,중국,
620,9791158884697,제왕의 위엄 (상),제왕 위엄 상,켄 리우 장성주,황금가지,동시 주목 받다 SF 판타지 작가 켄 리우 장편소설 제왕 위엄 전 2 권 황금가지 추다 간 되어다 종이 동물원 권위 휴고 상 네뷸러 상 세계 환상문학 40년 첫 동시 수상하다 베스트셀러 작가 오른 켄 리우 동아시아 문화 중국 문화 크다 뿌리 왕조 소재 장대 SF 판타지 소설 민들레 왕조 연대기 3 부작 집필 첫 작품 제왕 위엄 은 항우 유방 전쟁사 다루다 초한지 크다 줄기 따라가다 하늘 전투함 전투 연 잠수함 기계 장치 등장 전쟁 양상 바꾸다 주요 등장인물 성별 바꾸다 새롭다 플롯 첨가 신 들다 개입 시킴 색다르다 초한지 선보이다 호걸 역 저자 새롭다 시도 호걸 역다 과거 서구 생소하다 문학 독자 전 동아시아 번역자 원문 현지 사정 맞추다 자유롭다 변 용하다 번역 방식,중국,판타지
621,9788976821362,아침 꽃 저녁에 줍다,아침 꽃 저녁 줍다,루쉰 김하림,그린비,아침 꽃 저녁 줍다 이하 아침 꽃 루쉰 유년기 청년 기르다 되돌아보다 집필 10 편의 산문 수록 되어다,중국,
622,9791190539098,몽마르트르 유서,몽마르트르 유서,구묘진 방철환,움직씨,긴급하다 황홀하다 치명 사랑 말 타이완 퀴어 문학 최고 작 묘진 마지막 장편 소설 몽마르트르 유서 Last Words from Montmartre 늘다 작가 스스로 생 내려놓다 직전 세상 남기다 강렬하다 매혹 간체 퀴어 문학 파리 도쿄 타이베이 오가다 연애편지 통해 섹슈얼리티 각성 사랑 동성애 혐오 인하다 점진 이별 반려 동물 죽음 싹트다 로티 즘 사랑 다양하다 여성 간의 관계 드러내다 치명 소설 박객 서점 중국어 소설 부문 베스트셀러 이자 타이완 LGBTQ 문학 최고 작 꼽히다,중국,
623,9788937463464,일야서,이다,"한사오궁 심규호,유소영 공역",민음사,중국 문화 혁명 기 지식 청년 삶 그린 지청 문학 대표 작가 궁 혁명 증인 세대 추적 격동 중국 근현대사 생생하다 보고서 소설 편의 기다 영웅 전 역사 현실 대단하다 뛰어나다 개괄 보이다 주다 거 페이 늘다 중국 1950년 출생 세대 문화 혁명 역사 격변 기르다 지나 청년 중년 세대 살 내다 인생 회고록 마오쩌둥 상산 하향 운동 참여 농촌 내려오다 젊은이 앞 지식 청년 붙이다 이름 달리 학교 멀어지다 고 노동 시달리다 식색 욕망 잠 못 들다 힘겹다 나날이 펼쳐지다 어느새다 농촌 내려오다 품다 거대하다 공산주의 이상은 사라지다 자리 남다 생존 위 고투 도시 그리움,중국,
624,9788971847275,가랑비 속의 외침,가랑비 속 외침,위화 최용만,푸른숲,가랑비 속 외침 은 폭력 죽음 착 실험 강하다 중단 편 쓰다 소위 선봉 파의 대표 작가 위화 처음 발표 장편소설 소설 이성 논리 거부 전통 사회 도덕 윤리 전복 선봉 파의 주제 의식 유지 진실 은 개인 의식 속 일상생활 경험 질서 부정 경향 벗어나다 일상 돌아오다 전환 의미 지니다 작품 위화 개인 기왕 파괴 진실 닿다 믿다 청년 작가 일상 경험 소설 틀,중국,
625,9791171713851,죽음의 로그인,죽음 로그인,우샤오러 강초아,위즈덤하우스,인터넷 친구 만나다 간 소녀 실종 돼다 타이완 판 N 번방 고발 우샤오러 신작 타이완 대표 사회 파 미스터리 작가 우샤오러 신작 장편소설 죽음 로그인 위즈 덤 하우스 추다 간 되어다 불의 사고 가족 자랑 가족 수치 구르다 떨어지다 천신 가정 학교 내 몰리다 평범하다 행복 누리 못 살아가다 루 이안 은 얼굴 적 게임 우정 나누다 온 유일하다 친구 날 죽음 안개 루이안 덮다 신한 루이안 게임 단서 찾아가다 시작 사회 정의 정상 궤도 이탈 온기 찾다 피리 불다 사나이 쫓다 게임 인터넷 모여들다 1 인분 생산력 갖추다 못 말 유일하다 귀 기울이다 곳 곳 애정 가면 쓰다 소녀 호시탐탐 노리다 인터넷 늑대 도 인터넷 죽다 구원 받다 현실 그러하다,중국,추리 미스터리
626,9791186846377,루쉰 문학선,루쉰 문학 선,루쉰 루쉰전집번역위원회,xbooks,중국 소설 문 연 루쉰 소설 산문 모음 집 중국문학 대표 루쉰 대표 작 광인일기 Q 정전 고향 희망 포함 37 편 권 담다,중국,
627,9788976821331,외침,외침,루쉰 공상철,그린비,외침 은 1918 22년 사이 소설 14 편 수록 단편소설 중화민국 시기 중국인 체험 고통 혼란 무지 몽매 민중 모습 보이다 주다 러시아 평론가 바 실리 프 이렇다 루쉰 소설 비평 루쉰 중국 대중 영혼 반영 작가 유머 풍격 눈물 흘리다 만들다 루쉰 중국 가일 뿐 동시 세계 일원 며 극찬 바,중국,
628,9788934985815,신조협려 1,신조협려 1,김용 이덕옥,김영사,소설 깊이 마력 재미 풍부하다 상상력 독자 뜨겁다 찬사 받다 작품 무협소설 새롭다 경지 보여주다 평가 전 세계 3억 부 판매 기록 중국문학 금 탑 불리다 필 김용 대표 작 신조협려 최신 완역 판 사부 제자 금기 깨다 완전하다 사랑 이루다 마는 용녀 사랑 방해 무림 고수 몽고 무사 사조영웅전 등장 곽정 황용 동사 서독 남제 북 중신 통 나라 민족 이름 걸다 펼쳐지다 의인 협객 영웅 삶 애정 서사시 펼쳐지다 대한민국 무협 르네상스 시대 연 고전 중 고전,중국,
629,9788908042346,초한지 1,초한지 1,정비석,범우사,불륜 사생아 태어나다 소년 정 생 부인 여불위 죽이다 가면 인류 역사상 밉다 증 유의 웅대 통일 전제국가 이루다 가다 과정 곳곳 궁 꾸미다 아방궁 실체 그러하다 거대 국가 진 불과 10년 붕괴 말다 역사 흐름 소설 통해 읽다 항우 유방 인간 경영 비책 풍운 중첩 파란 만장 흥망 성쇠 역사 바탕 인간 사의 철리 꿰뚫다 볼,중국,
630,9791169091794,신세기 사랑 이야기,신세기 사랑 이야기,찬쉐 심지연,글항아리,종류 내면 현재 중국 문학 창의 작가 밀도 높다 정도 이정표 삶 죽음 깨다 잠자다 사이 경계 사라지다 비밀 세계 깨달음 찾다 입체 수수께끼 종잡 세계 새롭다 세기 사랑 유력하다 노벨문학상 후보 중 명 거론 찬쉐 대표 작 추다 간 돼다 보르헤스 칼 비노 견 주어지다 신화 세계 주목 받다 신세기 사랑 추 웨이보 미스터 유 샤 위안 미스 쓰다 쓰다 닥터 류 등장인물 하나로 연결 되어다 서로 서로 욕망 품다 룽쓰샹 동료 방직 공장 솜 부스러기 흡입 직업 바꾸다 여관 성 접대부 싶다 욕망 충족 겸 편하다 살다 나이 많다 게 걸리다 돌이,중국,
631,9788934920717,의천도룡기 1,의천도룡기 1,김용 임홍빈,김영사,무림지존 도룡도 의천 검 차지 자가 세상 지배 오천 동양 지혜 문화 꿰뚫다 사조삼부곡 완결 판 원명 교체 기 혼란 시대 격랑 많다 운명 타고나다 장 무기 절대 무공 비법 통해 강호 최고 고수 기 파란만장하다 모험 기르다 담다 김용 대표 작 의천도룡기 정식 완역 천하 무적 병기 알려지다 의천 검 도룡 둘러싸다 벌어지다 수많다 무림 고수 혈투 명교 인과 파 간의 은 관계 장무 기와 펼치다 민 주지 약 소 은리 로맨스 다양하다 사건 애 끓다 사연 강호 놓다 웅장 역사 탁월하다 상상력 생생하다 캐릭터 치밀하다 구성 박진 감 넘치다 묘사 높다 완성 도로 뜨겁다 찬사 받다 무협소설 마니아 필독 진정하다 영웅 의리 고뇌 사랑 가슴속 뜨겁다 부활,중국,
632,9788991508255,바진 장편소설 가 1,바진 장편소설 가다 1,바진 박난영 옮김,황소자리,가다 늘다 2005년 10월 17일 101 세 나이 삶 마감 중국 문호 바진 출세작 이자 대표 작 손꼽다 작품 유명하다 격류 부곡 중 첫 권 해당 가다 늘다 요동치다 중국 1900년 초 새롭다 사상 세례 받다 젊은이 봉건 가부장제 맞서다 자유 쟁취 진정하다 삶 의미 눈뜨다 과정 그린 바진 자전 소설 주인공 쥬 대지주 가정 벌어지다 온갖 부조리하다 고발 탈출 시도 고통 희생 담보,중국,
633,9791130661339,상견니 필체 노트,상견 필체 노트,싼펑프로덕션 김소희,다산북스,허다 광 가가연 주연 대만 인구 1 4 전 세계 10억 명 드라마 상견 주인공 천윈루 꾹꾹 누르다 쓸다 손 글씨 일기 수록 필체 노트 추다 간 세계 신드롬 일으키다 상 친자 가슴 깊다 후유증 남기다 대만 드라마 상견 필체 노트 추다 간 되어다 빛바랜 추억 떠오르다 드라마 흑백 스틸 여전하다 귓가 맴도 우바이 LAST DANCE 가사 천윈루 속마음 담기다 일기 손 글씨 수록 되어다 표지 특별하다 힘 깃 카세트 테이프 디자인 소장 가치 높이다 세상 떠나다 남자 친구 왕 취안 그립다 황위 쉬다 세상 존재 찾다 애플리케이션 이용 왕 취안 성과 닮다 남자 사진 찾아내다 20년 전 찍히다 사진 속 얼굴 여자,중국,SF 로맨스 판타지
634,9791157322992,"삼국지 1, 2 세트",삼국지 1 2 세트,나관중,책에반하다,삼국지 늘다 영웅호걸 지략 용맹 담기다 중국 대표 역사소설 평가 받다 배경 기원전 206년 서기 220년 중국 대륙 지배 한나라 멸망하다 위 촉 세 나라 경쟁 진 통일 시기 기간 숱 위인 중국 역사 등장 삼국지 늘다 실존 인물 중심 가상 인물 더하다 극적 구성 완성 도르다 높이다 독자 삼국지 통해 무려 400 명의 인물 접 책 원문 내용 압축 전달 주요 인물 중심 서술 되어다 다양하다 인간 상의 면면 느끼다 기 부족함 삼국지 인물 묘사 오늘날 역사 소설 모범 손 꼽히다 책 읽다 꿈 용기 분노 좌절 해학 집념 접 영웅 삶 삶 크게 다르다 깨달,중국,
635,9791170525042,폭풍의 벽 : 상,폭풍 벽 상,켄 리우 황성연,황금가지,종이 동물원 저자 켄 리우 유일하다 장편소설 서양 문학 사적 토대 마련 일리아드 오다 오디세이 뛰어넘다 동양 문학 고전 초한지 재 해석 타임 선정 100 대다 판타지 소설 동시 주목 받다 SF 환상문학 작가 켄 리우 장편소설 폭풍 벽 전 2 권 황금가지 추다 간 되어다 권위 휴고상 네뷸러상 세계 환상문학 40년 첫 동시 수상한 대표 작 종이 동물원 국내 많다 독자 확보 켄 리우 동아시아 문화 중국 문화 크다 뿌리 왕조 소재 장대 SF 판타지 소설 민들레 왕조 연대기 시리즈 집필 시리즈 두 작품 폭풍 벽 은 항우 유방 전쟁사 재 해석 전작 초기 정권 안정 유방 여후 노력 북방 민족 침입 맞서다 황 가의 노력 다루다,중국,
636,9788936474195,삼국지 1 (큰글자도서),삼국지 1 크다 글자 도서,나관중 황석영,창비,영원하다 고전 삼국지 가다 황석영 손 빌리다 새롭다 태어나다 장길산 객지 통해 입증 유려 장쾌 글 솜씨 작가 민중 역사 의식 돋보이다 총 210 수의 한시 정갈하다 다듬다 넣다 현대 깔끔하다 다듬어지다 문장 기다 호흡 밀다 풀다 내다 정역 본답 원문 간결하다 문체 최대한 살리다 중요하다 전투 장면 박진 감 넘치다 묘사 덧붙이다 1999년 샹하이 강소 고적 출판사 나오다 수상 국연 원전 삼다 번역 중국 인물화 권위자 왕 홍시 화백 컬러 삽화 150 여장 책 치르다 더하다,중국,
637,9791160076998,다만 부패에서 구하소서,다만 부패 하소,쯔진천 박소정,한스미디어,만금 도둑 맞다 경찰 신고 부패 공무원 겨냥 강도 단 졸지 투명하다 사회 이바지 중국 가시다 게이고 쯔진천 화려하다 슬랩 스틱 스릴러 중국 추리소설 대신 별명 불리다 명실 상부 중국 최고 추리소설 작가 쯔진천 장편소설 부패 하소 가다 추다 간 무 증거 범죄 동트기 힘드다 기다 밤 나쁘다 이어지다 묵직하다 사회 파 미스터리 추리 왕 시리즈 명성 얻다 대표 작 보여주다 복합 캐릭터 구축 솜씨 물 흐르다 듯 장면 전환 더하다 통쾌하다 웃음 절묘하다 맞다 물리다 범죄 소동 가지 돌아오다 탕 주의 물든 인조 강도 단 어딘가 허당 경찰 부패 기업 일당 만들다 불협화음 희한하다 범죄 일소 이어지다 과정 유쾌하다 시원 린다,중국,추리 미스터리
